"","loc","date","SIF_A_ifld.x","SIF_B_ifld.x","SIF_A_sfm.x","SIF_B_sfm.x","doy.dayfract","datetime","EPAR.x","Incoming at 750nm [W m-2nm-1sr-1].x","Reflected 760 [W m-2nm-1sr-1].x","Reflected 687 [W m-2nm-1sr-1].x","lai.suns","magvar","geoidheigh","spad","SZA","lu","SIF_A_ifld.sd.x","SIF_B_ifld.sd.x","freq","SIF_A_ifld.y","SIF_B_ifld.y","SIF_A_sfm.y","SIF_B_sfm.y","SIF_A_ifld_rollsd5","SIF_B_ifld_rollsd5","SIF_A_sfm_rollsd5","SIF_B_sfm_rollsd5","SIF_A_ifld_rollsd11","SIF_B_ifld_rollsd11","SIF_A_sfm_rollsd11","SIF_B_sfm_rollsd11","SIF_A_ifld_rollsd31","SIF_B_ifld_rollsd31","SIF_A_sfm_rollsd31","SIF_B_sfm_rollsd31","SIF_A_ifld_rollsd61","SIF_B_ifld_rollsd61","SIF_A_sfm_rollsd61","SIF_B_sfm_rollsd61","SIF_A_ifld.sd.y","SIF_B_ifld.sd.y","EPAR.y","Incoming at 750nm [W m-2nm-1sr-1].y","Reflected 760 [W m-2nm-1sr-1].y","Reflected 687 [W m-2nm-1sr-1].y","SIF680..iFLD","SIF680_uncer","SIF760..iFLD","SIF760_uncer","Simple.Ratio","SNR.x","SNR.y","up_cor_SIF_A_ifld.y","down_cor_SIF_A_ifld.x","rSIF_A_ifld","nrSIF_A_ifld","SIF_A_yield.x","SIF_A_yield.y","SIF_A_yield.x2","SIF_A_yield.x3","SIF_A_yield.y2","SIF_A_yield.y3"
"21","SB0.8",2018-06-26 12:20:00,2.1555554608,0.4512533922,2.5954814354,1.1263843608,177.51585416,2018-06-26 12:22:00,0.4135750616,0.3284581302,0.1563678944,0.0085732792,3.1,320645.763659567,5637630.07285009,44.8,24.472457734,"SB",0.0949642343648701,0.105218876772661,5,1.78283329631389,1.17011577445554,1.99604249545889,0.945750456192836,0.148405852406447,0.142345086724837,0.0865494744271376,0.0737505766179063,0.127229684845001,0.126296676030696,0.0698579547541676,0.0601397673037145,0.12570543439035,0.108965127684155,0.0814649655081645,0.0700574766417662,0.111986542666005,0.103656206210576,0.072805146711109,0.0714475409877911,0.162152299232805,0.153959459023481,0.326014339044879,0.294163138577445,0.0906322162253645,0.00689472221015142,0.157934783237223,0,1.21013569209911,0,16.1521012189828,22.6986030605792,10.9948073801547,2.11892341869752,1.67419217574936,-0.108641120564535,1.06749637110609,6.56264912513345,6.06069579259851,5.09712508784586,5.69137310624863,7.20322549230505,6.45112184438026
"22","SB0.8",2018-06-26 12:25:00,2.3121471985,0.5572959115,2.650415607,1.241102802,177.51828125,2018-06-26 12:25:30,0.4205546135,0.3285771145,0.158031749,0.0087276645,3.1,320645.763659567,5637630.07285009,44.8,24.810314985,"SB",0.0666787375746595,0.167600186638197,2,1.82823715159497,1.19092079739798,1.94541339919512,0.973825635408304,0.0906174595816355,0.142070765677284,0.0382314009798344,0.0564346308102644,0.1085343539482,0.122027947813331,0.0668623521916171,0.0648057189460501,0.124565553854629,0.108753747138809,0.0769172649423143,0.0697680727212123,0.123809389252423,0.102640214379802,0.0750884402077015,0.0694128953837697,0.090646431881975,0.15014405795896,0.328452131445649,0.295210998324449,0.0912028725674431,0.00700120220085242,0.157934783237223,0,1.21013569209911,0,16.1521012189828,34.6759294281946,20.1688815945387,2.17366866316412,1.75099259350432,-0.0772445580906451,1.10910880101822,7.03684796191124,6.19298454993762,5.32901567465778,5.93132574139367,7.36310190169531,6.61539884319643
"23","SB1.1",2018-06-27 09:30:00,1.833334793,0.478524909,2.189408175,0.92162156125,178.398142375,2018-06-27 09:32:30,0.33085223325,0.2900205695,0.13871767825,0.007080059,3.8,320650.650587293,5637604.30251869,43.6,31.6917154275,"SB",0.124240100911817,0.171811143276821,4,1.32225892732163,0.611262620797463,1.44771799123686,0.499225520502344,0.0496160760981882,0.0476990354574598,0.0356357662635316,0.0259169599415172,0.0781660000598173,0.0530814024366552,0.0549414981158027,0.0380115549783556,0.117880610976247,0.0909663874960384,0.102709240027745,0.0611068576662076,0.157350583928398,0.132643945689642,0.155642335697787,0.0997005752394103,0.0401368356237746,0.0639610762722028,0.248087101826684,0.264254755836494,0.0650385707472327,0.00339233945337166,0.216765959925943,0,1.09773195136905,0,15.7884818252624,14.7563852535927,32.9437761291378,1.56359047902879,1.51615904922685,0.193900121905217,1.2100130682713,6.32139574155274,5.00372802425464,5.2277638508218,5.73749011414184,5.91698141469306,5.39130890517331
"24","SB1.1",2018-06-27 09:35:00,1.9114411738,0.3759003116,2.1684935772,0.9304327718,178.40127082,2018-06-27 09:37:00,0.3343233624,0.2922218656,0.1393334418,0.0073687358,3.8,320650.650587293,5637604.30251869,43.6,31.035322736,"SB",0.0833651838024965,0.0903562686719742,5,1.36796102633079,0.610175571087613,1.52082391763182,0.516503791099648,0.0728343122098544,0.0659632152429742,0.0352306621821842,0.0278551477890938,0.0842139950690662,0.0854592533578036,0.064057025001428,0.0456239849750334,0.11386245711792,0.0941365164810971,0.0830316178902666,0.0630244157612229,0.155448307592689,0.136832008217097,0.159226719706961,0.104193001258462,0.0766639963018813,0.0260828617216321,0.261106645886779,0.264446537251967,0.0666693371154036,0.00351760134728564,0.216765959925943,0,1.09773195136905,0,15.7884818252624,22.9285306720905,17.8435914160298,1.61869532788808,1.55446632369021,0.186505297359422,1.20490334867596,6.54106142904592,5.17292092589355,5.31947299870434,5.87818747730133,6.12106834413104,5.5392683383378
"25","SB1.1",2018-06-27 09:40:00,1.8033949726,0.2808776272,2.1789671636,0.9221173044,178.40474538,2018-06-27 09:42:00,0.3398990386,0.2958336588,0.1379185878,0.0076842822,3.8,320650.650587293,5637604.30251869,43.6,30.320754826,"SB",0.104069348576263,0.111084898943141,5,1.33477768398933,0.738419655976479,1.57327299876775,0.588806505455328,0.118376012284034,0.0901744493761077,0.0729710226298349,0.0333778703328034,0.0905165742353916,0.0858000723182208,0.0754877256287397,0.0398423046961656,0.112372922765055,0.100681592441939,0.0733775842858854,0.0668446708681415,0.15840440207809,0.1546424577591,0.164204055607853,0.107208202726556,0.147022126238417,0.109291330530382,0.264972909395106,0.272124670361699,0.0685353735972677,0.00377540229131409,0.216765959925943,0,1.09773195136905,0,15.7884818252624,17.3287812143693,9.07875377767831,1.57868484469329,1.50147506431167,0.16669738032234,1.18343626452181,6.0959762993676,4.90502269498457,5.07540308429458,5.51759993798415,5.80132937816684,5.3363936040847
"26","SB1.1",2018-06-27 09:45:00,1.818423586,0.3626822122,2.1591520858,0.9082203792,178.40821758,2018-06-27 09:47:00,0.3409926232,0.2974594578,0.1374752552,0.0078278184,3.8,320650.650587293,5637604.30251869,43.6,29.623310346,"SB",0.133995062221639,0.0945484026473181,5,1.3140880914033,0.733809878016775,1.4134695010474,0.583012861117761,0.0960573412405793,0.0609885207042939,0.0868510322054328,0.0261861009000707,0.109720272877658,0.0754311258127583,0.085795939462232,0.0327301614526082,0.107793683750992,0.105243933892797,0.0724877930299273,0.0712710739930574,0.15481087300896,0.162015045781109,0.167010447320871,0.107936168083198,0.0736538970623008,0.0321063972076756,0.267912226123255,0.275210871388173,0.0701485278172844,0.00392100230899927,0.216765959925943,0,1.09773195136905,0,15.7884818252624,13.5708253412515,17.8413925646292,1.55373857532861,1.5088458477537,0.194757756350405,1.21046216092057,6.11318126997541,4.77484077854552,5.07244200239277,5.48250815871855,5.6456293586496,5.22336249390087
"27","SB1.1",2018-06-27 09:50:00,1.9172645118,0.4169496922,2.1303594416,0.888122429,178.41168982,2018-06-27 09:52:00,0.3565456514,0.3025275314,0.1403480296,0.0081587524,3.8,320650.650587293,5637604.30251869,43.6,28.943827444,"SB",0.0322638766104864,0.111799989828083,5,1.44409424957597,0.697551471933818,1.53395139865452,0.600969103358404,0.0984381531394991,0.0830115230513221,0.0767236663192761,0.0376289720043076,0.114562602394839,0.0720028000962418,0.0754657366008291,0.0419064779944873,0.109262281487745,0.108361945385128,0.0753733048706034,0.0657633107837378,0.146873335553284,0.169758409318002,0.16324114700473,0.117043736985625,0.0967770491380058,0.0980280391048412,0.275137798945412,0.279384249926296,0.0720329249291495,0.00415222410987338,0.216765959925943,0,1.09773195136905,0,15.7884818252624,59.4244930622146,14.9218669347591,1.71049220048373,1.55732237981231,0.11322813023634,1.13543284271514,6.33748770873023,5.16884631097471,5.14770464891418,5.57412373898366,6.12236445302473,5.65400508366337
"28","SB1.1",2018-06-27 09:55:00,1.767486328,0.362524658666667,2.14329743633333,0.958542296,178.414467566667,2018-06-27 09:56:00,0.364423465333333,0.304133837,0.140759024666667,0.00823820966666667,3.8,320650.650587293,5637604.30251869,43.6,28.4135706533333,"SB",0.11494686557012,0.086387248682009,3,1.45622935735218,0.778130954078868,1.52491064555825,0.654626119300009,0.141506422412447,0.0733813329208769,0.043847094270537,0.0406647751093691,0.115643060323932,0.0837702521170285,0.0562973963010129,0.0456801481632466,0.113452181810093,0.10400919491923,0.0893764286151062,0.0637920106055634,0.141248154096125,0.181788435348517,0.167654614396742,0.121986225683578,0.144097896410553,0.0365315837688738,0.277138766402887,0.282869149770698,0.0736694314137359,0.00429089342330147,0.216765959925943,0,1.09773195136905,0,15.7884818252624,15.376550889261,10.1058335591743,1.72512398533382,1.4838636695676,0.0276343122154166,1.05044578008303,5.81154121302195,5.14806707812657,4.87898250390206,5.24575999457864,6.09866430019766,5.6722527238356
"29","SB1.2",2018-06-27 09:20:00,1.815260878,-0.296570193,2.346103416,0.823271532,178.3922454,2018-06-27 09:24:00,0.305874155,0.28098367,0.142382924,0.014489807,4.2,320684.410710322,5637619.05462289,46.2,32.96016529,"SB",NA,NA,1,1.25840502037887,0.569819559152087,1.42610552992746,0.497066896039445,0.0922977671938928,0.0569763710733525,0.0640462610056595,0.0299364701217512,0.0701330745951261,0.0490656425041348,0.0634353999808114,0.0436653387886328,0.112716190924119,0.0767353862598193,0.134455206940511,0.056390908909566,0.161122291366359,0.124306296920569,0.164196479158587,0.0992596390517175,0.119005367937899,0.0784055714026838,0.246022706915755,0.254783275003036,0.0621205370436491,0.00320588918198602,0.215259724982314,0,0.907893700939215,0,13.3810550883689,NA,10.5743551083809,1.48659926927161,1.5072946976151,0.248889677236233,1.23596942621729,6.46037856221324,4.93911941576178,5.36434981298059,5.91598760788808,5.83476002988776,5.29069632150372
"30","SB1.2",2018-06-27 09:25:00,1.8145078886,0.3436576458,2.1771453874,0.869425954,178.3943125,2018-06-27 09:27:00,0.3245452258,0.2865484998,0.1315031604,0.0064516288,4.2,320684.410710322,5637619.05462289,46.2,32.511555372,"SB",0.0511502779926089,0.094773781997393,5,1.22727181187819,0.574728762775249,1.43138777250101,0.507552685825345,0.0621124057585841,0.0534136526102015,0.0470864744777088,0.0526550744612775,0.075863982024326,0.0521496759152021,0.0509029966559811,0.0376334207491472,0.112507599056654,0.0845849965662229,0.121659392905213,0.0587429222421778,0.155481440163678,0.128350046914398,0.157034552831906,0.100045532840169,0.0276784284105936,0.0345262679870368,0.25143003822953,0.259937093477412,0.0638184403304289,0.00338319420181463,0.215259724982314,0,0.907893700939215,0,13.3810550883689,35.4740572253037,44.340371991947,1.44906071445401,1.50692539396387,0.279653582085675,1.26828999149177,6.33228891397602,4.72141853807733,5.2588842552505,5.79726953858095,5.57465921876954,5.05694748171917
"31","SB1.3",2018-06-27 09:15:00,1.876711245,0.404359795666667,2.43713635433333,0.918158636333333,178.388074833333,2018-06-27 09:18:00,0.295682504333333,0.270783321333333,0.138428264666667,0.00658299533333333,4.2,320731.552266925,5637637.79759627,46.4,33.87980327,"SB",0.0351079111098388,0.0458115941907096,3,1.16123363815184,0.552900165285513,1.3304540028604,0.467303543143313,0.0582259205944323,0.041188144086589,0.0296489770103552,0.0270853352487942,0.0872289086679089,0.0512856325440382,0.0828509243711705,0.0385815370398265,0.102848155369889,0.0549034110794895,0.121257005139054,0.0511819908530028,0.165509122184155,0.119367290947002,0.17197096523827,0.0943716338698484,0.0243751287001428,0.030955488222088,0.241359230765828,0.249237448780063,0.0602013645174087,0.00300635536090045,0.22087676754998,0,1.00198230959987,0,14.0368230083308,53.4555086210772,47.6401028456946,1.36943584686521,1.53743303011025,0.376199391958405,1.36813771005081,6.93067518250053,4.65914590217365,5.67772425029707,6.16854745398611,5.49450274655014,5.05731239325274
"32","SB1.3",2018-06-27 09:20:00,1.98068701166667,0.492385164,2.62897010266667,0.855390788333333,178.390142733333,2018-06-27 09:21:00,0.298855067,0.273793877,0.141651865666667,0.006660071,4.2,320731.552266925,5637637.79759627,46.4,33.42174117,"SB",0.162175230613027,0.101872217387365,3,1.25840502037887,0.569819559152087,1.42610552992746,0.497066896039445,0.0922977671938928,0.0569763710733525,0.0640462610056595,0.0299364701217512,0.0701330745951261,0.0490656425041348,0.0634353999808114,0.0436653387886328,0.112716190924119,0.0767353862598193,0.134455206940511,0.056390908909566,0.161122291366359,0.124306296920569,0.164196479158587,0.0992596390517175,0.119005367937899,0.0784055714026838,0.246022706915755,0.254783275003036,0.0621205370436491,0.00320588918198602,0.22087676754998,0,1.00198230959987,0,14.0368230083308,12.213252320836,10.5743551083809,1.48659926927161,1.58842794487192,0.33002292449305,1.31710267347411,7.23422683286181,4.93911941576178,5.80154663163602,6.23442784795427,5.83476002988776,5.42962934584404
"33","SB1.4",2018-06-27 09:05:00,1.808377612,0.382989699,2.1339176115,0.8906085575,178.3814699,2018-06-27 09:08:30,0.2910364105,0.266988201,0.127604778,0.0062891095,3.7,320763.531163793,5637649.9401873,52.2,35.368980235,"SB",0.0555487219823983,0.110793682205307,2,1.10687170116444,0.538331312176928,1.18136232362327,0.439752369093992,0.067802249969369,0.0281788335454724,0.041781374689971,0.0219428318896555,0.0606295295208946,0.0443628633891764,0.0644762967096577,0.029236075886224,0.0869258869396587,0.0615785289441055,0.105303887885899,0.0510101436479117,0.160655503122128,0.112230463339933,0.184806258317837,0.0859879797457367,0.0807898720082506,0.0276199005114533,0.225418028212064,0.235801984499327,0.0564738127534953,0.00272372652646956,0.268958150496577,0,1.15258350007041,0,13.0446058957084,32.5548013971054,13.700624517036,1.30388948496201,1.5039187998054,0.39704709864096,1.40506247622829,6.77324917440827,4.69407288286668,5.63290360462559,6.37788864669073,5.52959504446297,4.88369703259663
"34","SB1.4",2018-06-27 09:10:00,1.7854985776,0.279135303,2.153305774,0.8414729432,178.38390048,2018-06-27 09:12:00,0.2976465564,0.2707614272,0.131414245,0.006417335,3.7,320763.531163793,5637649.9401873,52.2,34.816890864,"SB",0.0544123921124689,0.073170389192603,5,1.12777142344777,0.563458023506812,1.2590229902763,0.429688113642999,0.0686058445390816,0.0631924971128044,0.0673957450558356,0.0363551253427559,0.0641257326387087,0.0454497577847559,0.0770561368649062,0.028777954843589,0.0942506551261565,0.0625582441448447,0.110562465909771,0.0499780218191041,0.166535392342512,0.115276501195643,0.180996822409724,0.0883987796598249,0.0871628474354041,0.0842492504882038,0.234962662163566,0.242856541459333,0.0583141226545597,0.00282713219330664,0.268958150496577,0,1.15258350007041,0,13.0446058957084,32.8141900820943,12.9386711957013,1.32908911610791,1.49269777738392,0.36492635393615,1.37450921069473,6.5943609326639,4.64377618437186,5.51296317507341,6.14641783340176,5.47273344222631,4.90870922735302
"35","SB1.5",2018-06-27 09:00:00,1.2065583976,0.3380158016,1.5644848514,0.9590681832,178.37695602,2018-06-27 09:02:00,0.2919256488,0.2690400662,0.1150905234,0.012950797,2.5,320785.738552724,5637660.63907881,51.5,36.407776546,"SB",0.0817392928767759,0.124776875992266,5,1.13774572513406,0.539526795370641,1.21684955959068,0.419980089203556,0.0493198035281077,0.0375976270927745,0.0621831518157468,0.0227007074888304,0.0532585498161386,0.0328181956832007,0.0537855710002481,0.0260734139306049,0.0936676476945607,0.0669054067309038,0.0986389434580415,0.0486699876183051,0.159583736435754,0.105920195841359,0.193561441299581,0.0819354956301234,0.0352536033485787,0.0300276755278234,0.22643732287182,0.232443451481026,0.0552504725464103,0.00259373403127914,0.222172980563257,0,1.10060839716299,0,9.19095073453797,14.7610574441709,32.2731754222205,1.34111553062314,1.20875656610292,0.0710108409688601,1.12266548789413,4.48467923250905,4.89472049173618,4.49284964568939,5.20021776652026,5.76964213049735,4.98481712989982
"36","SB1.5",2018-06-27 09:05:00,1.1798090145,0.1252647275,1.556196729,0.886183157,178.3793866,2018-06-27 09:05:30,0.29583727,0.2691842225,0.1158363455,0.012657736,2.5,320785.738552724,5637660.63907881,51.5,35.84633333,"SB",0.0589957989513249,0.0434070840736323,2,1.10687170116444,0.538331312176928,1.18136232362327,0.439752369093992,0.067802249969369,0.0281788335454724,0.041781374689971,0.0219428318896555,0.0606295295208946,0.0443628633891764,0.0644762967096577,0.029236075886224,0.0869258869396587,0.0615785289441055,0.105303887885899,0.0510101436479117,0.160655503122128,0.112230463339933,0.184806258317837,0.0859879797457367,0.0807898720082506,0.0276199005114533,0.225418028212064,0.235801984499327,0.0564738127534953,0.00272372652646956,0.222172980563257,0,1.10060839716299,0,9.19095073453797,19.9981869128243,13.700624517036,1.30388948496201,1.19563733116152,0.0887656299970849,1.12884251793375,4.38290551928615,4.69407288286668,4.44170657573189,5.07051428638395,5.52959504446297,4.84385553080479
"37","SB1.6",2018-06-27 08:50:00,1.25234392133333,0.391591561333333,1.64534075866667,0.917112420666667,178.370706033333,2018-06-27 08:53:00,0.274628938666667,0.257131659666667,0.112431534333333,0.0107881686666667,2.8,320805.244069396,5637666.53356754,50.4,37.8696435333333,"SB",0.10377928711018,0.129142986922344,3,1.06753410215146,0.47370171302788,1.19412744830119,0.397752773316154,0.0391517746914269,0.0906544759807778,0.0319903940563397,0.0126336096975246,0.0516108381708155,0.0675317960709759,0.0512275600344169,0.0244411479421035,0.0915333575177506,0.0762675048481521,0.0941556949661766,0.0455763100870772,0.15354887558047,0.0948482150758483,0.193641742698788,0.0735513156843579,0.00753768130732918,0.111354298096244,0.219953801655648,0.224154564128616,0.0527635035604444,0.00241553144013889,0.177204839844821,0,0.799534181804933,0,9.67275831632104,12.0673783392224,141.626324943382,1.2564585683281,1.23121207621793,0.163677974066477,1.18393820471191,4.87043844759067,4.76249103515432,4.78825547120109,5.49269242410557,5.60532226150508,4.88644054939369
"38","SB1.6",2018-06-27 08:55:00,1.19725190266667,0.505997323666667,1.64213225066667,0.830955028666667,178.372789366667,2018-06-27 08:56:00,0.283614869,0.260776397333333,0.113558056,0.0111481516666667,2.8,320805.244069396,5637666.53356754,50.4,37.3793648166667,"SB",0.0636974155370289,0.0483033636557252,3,1.12744248527533,0.510914696662197,1.27332932055989,0.388791010198297,0.0342588078489439,0.0404046059377679,0.0330688343995437,0.0163077070187589,0.0527220559704441,0.0646855232451195,0.0527611513573955,0.0205904716106492,0.0870483185217835,0.0714858096285334,0.0914439767306588,0.046069457759869,0.159721783158545,0.101100768794914,0.195550619472889,0.0763775034331496,0.0268518772055817,0.0482409673209591,0.223479818776156,0.228715219950846,0.0540121350413056,0.00251140989258333,0.177204839844821,0,0.799534181804933,0,9.67275831632104,18.7959259033151,41.9874735998333,1.32869250219587,1.20419219566287,0.0767497103875401,1.11498245597014,4.59110531056343,4.92945981258977,4.6177192720537,5.2650286934191,5.80937509310235,5.0951409551743
"39","SB1.7",2018-06-27 08:45:00,1.5919899522,0.4534900136,2.0357955794,0.9050630698,178.36653936,2018-06-27 08:47:00,0.2728628342,0.257278499,0.1287383754,0.0068892146,4.2,320825.396797093,5637674.85464947,45.4,38.85841214,"SB",0.0943291795479378,0.0680320332523759,5,1.03750565325695,0.501005451536069,1.17241838406484,0.389347117693278,0.041319423992024,0.0707320467197385,0.0284663002827395,0.0356709868385097,0.0550125044872796,0.0710429181082761,0.0512625482497815,0.0337705689918071,0.0950341931947215,0.0716862012274099,0.098329097418353,0.0426822630816726,0.151693783049356,0.0971090651845448,0.192912271476505,0.075483480112367,0.0403304762896432,0.0696311297981544,0.217065641112561,0.219995810149462,0.0515208002996458,0.00230534720910417,0.16444558760312,0,0.977906277947124,0,9.48036689452093,16.8769617188386,25.7251029173534,1.22025206635804,1.39779147205649,0.360285818799538,1.35841053613669,6.18780799168142,4.71602460315989,5.4329898436499,6.35371860539914,5.54670593739498,4.7429228291558
"40","SB1.7",2018-06-27 08:50:00,1.572842157,0.416711673,2.027596447,0.837470861,178.3686227,2018-06-27 08:50:00,0.274452571,0.25871617,0.127940479,0.006910603,4.2,320825.396797093,5637674.85464947,45.4,38.36254798,"SB",NA,NA,1,1.06753410215146,0.47370171302788,1.19412744830119,0.397752773316154,0.0391517746914269,0.0906544759807778,0.0319903940563397,0.0126336096975246,0.0516108381708155,0.0675317960709759,0.0512275600344169,0.0244411479421035,0.0915333575177506,0.0762675048481521,0.0941556949661766,0.0455763100870772,0.15354887558047,0.0948482150758483,0.193641742698788,0.0735513156843579,0.00753768130732918,0.111354298096244,0.219953801655648,0.224154564128616,0.0527635035604444,0.00241553144013889,0.16444558760312,0,0.977906277947124,0,9.48036689452093,NA,141.626324943382,1.2564585683281,1.38840043590065,0.320866333749193,1.31748962864162,6.07941187827572,4.76249103515432,5.36650042361345,6.19394229735163,5.60532226150508,4.85651348475086
